Sintoma_1,Sintoma_2,Sintoma_3,Doenca_Associada,Superclasse_PTB-XL,Nivel_Risco,Trigger_Score
sintoma,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,2
sintoma,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,1
dor,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,2
hipertensao,insuficiencia,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,0
sintoma,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,2
sintoma,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,2
dor,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,0
sintoma,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,1
edema,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,1
dor,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,3
dor,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,1
sintoma,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,1
sintoma,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,4
sintoma,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,3
refere,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,0
sintoma,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,1
sintoma,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,1
sintoma,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,1
nausea,vomito,sintoma,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,0
hemoptise,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,2
taquicardia,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,2
edema,hipotensao,choque,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,0
dor,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,0
sintoma,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,4
sintoma,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,3
sintoma,,,Trombólise no infarto agudo do miocárdio (alteplase),MI,alto,3
refere,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,3
insuficiencia,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,3
taquicardia,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,1
dor,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,0
dor,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,1
insuficiencia,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,2
dor,choque,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,1
sintoma,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,2
dispneia,tosse,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,1
dispneia,febre,fadiga,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,0
insuficiencia,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,2
insuficiencia,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,1
sintoma,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,1
dor,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,1
angina,insuficiencia,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,1
dor,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,1
dor,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,1
dor,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,1
hipotensao,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,2
dor,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,1
dor,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,2
dor,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,3
dor,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,3
sintoma,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,3
nausea,vomito,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,1
edema,insuficiencia,choque,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,2
hipertensao,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,3
insuficiencia,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,2
tosse,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,1
sintoma,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,2
sintoma,,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,1
taquicardia,insuficiencia,,Arritmias e distúrbios de condução cardíaca (amiodarona),CD,alto,0
angina,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,3
angina,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,2
dor,precordial,angina,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,2
apresentou,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,3
sintoma,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,0
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,2
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,0
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,0
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,0
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,3
dor,angina,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,1
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,1
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,2
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,2
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,4
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,2
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,0
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,0
refere,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,2
angina,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,1
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,2
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,1
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,1
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,1
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,2
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,2
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,2
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,1
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,3
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,3
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,3
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,3
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,1
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,1
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,1
insuficiencia,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,3
insuficiencia,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,3
vomito,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,3
vomito,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,1
dor,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,2
sintoma,,,Síndrome coronariana aguda e antiagregação plaquetária (clopidogrel),MI,alto,0
insuficiencia,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,1
angina,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,0
dor,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,2
insuficiencia,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,2
insuficiencia,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,2
dor,sintoma,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,0
sintoma,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,0
sintoma,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,0
angina,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,3
angina,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,2
insuficiencia,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,1
insuficiencia,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,0
refere,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,1
dor,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,1
dor,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,0
sintoma,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,0
dor,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,4
febre,nausea,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,0
sintoma,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,0
sintoma,,,Anticoagulação no infarto e síndrome coronariana (enoxaparina),MI,alto,3
hipotensao,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,0
choque,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,3
taquicardia,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,2
choque,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,2
choque,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,2
choque,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,1
choque,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,0
dor,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,0
choque,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,2
choque,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,4
choque,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,3
choque,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,2
choque,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,2
choque,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,3
insuficiencia,choque,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,0
refere,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,0
dor,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,1
taquicardia,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,3
sintoma,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,3
hipertensao,sintoma,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,0
dor,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,1
dor,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,1
dor,hipertensao,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,3
taquicardia,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,3
dor,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,0
dor,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,3
dor,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,0
hipotensao,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,6
dor,vomito,sudorese,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,1
hipertensao,,,Choque cardiogênico e vasopressão (noradrenalina),CD,alto,3
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,3
sintoma,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
hipertensao,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
insuficiencia,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,3
dor,angina,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,angina,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
sintoma,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,precordial,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,edema,taquicardia,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
taquicardia,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
refere,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,sintoma,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
insuficiencia,refere,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,3
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,3
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
edema,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
cianose,insuficiencia,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,insuficiencia,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
angina,choque,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,precordial,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,hipotensao,choque,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
hipotensao,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,angina,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,3
precordial,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
sintoma,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,insuficiencia,choque,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
sintoma,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
sintoma,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
hipotensao,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
sintoma,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
hipertensao,angina,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,choque,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,3
dor,angina,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,taquicardia,insuficiencia,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,sintoma,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,roncos,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,insuficiencia,choque,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,taquicardia,hipertensao,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,choque,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,refere,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,refere,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,6
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,3
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,3
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,4
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,angina,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
refere,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,3
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,3
dor,refere,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,4
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,3
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,refere,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
refere,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,3
refere,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,6
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
taquicardia,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,sintoma,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,taquicardia,angina,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
dor,refere,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
apresentou,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
apresentou,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,refere,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
sintoma,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,3
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dispneia,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
sincope,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,6
dor,refere,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,3
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,5
refere,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,1
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
dor,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,3
hipotensao,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
angina,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,0
refere,,,Angina instável e síndrome coronariana sem elevação do ST,STTC,alto,2
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,0
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,1
refere,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,3
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,2
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,3
apresentou,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,3
hipertensao,insuficiencia,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,4
hipertensao,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,3
insuficiencia,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,3
insuficiencia,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,1
insuficiencia,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,1
refere,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,6
apresentou,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,3
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,2
refere,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,3
hipertensao,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,1
insuficiencia,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,0
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,1
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,1
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,5
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,7
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,2
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,1
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,3
dor,refere,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,6
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,0
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,5
apresentou,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,4
dor,refere,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,4
refere,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,6
refere,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,2
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,3
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,0
refere,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,3
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,3
dor,sintoma,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,2
refere,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,3
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,1
insuficiencia,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,2
dor,hipertensao,insuficiencia,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,3
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,7
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,1
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,0
tontura,queixa,sintoma,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,0
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,0
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,0
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,0
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,0
dor,refere,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,0
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,0
dor,,,Fibrilação atrial - manejo e controle do ritmo cardíaco,CD,alto,0
